timestamp,home_team_name,away_team_name,home_team_goal_count,away_team_goal_count
1736969400,Newcastle United,Wolverhampton Wanderers,3,0
1736971200,Arsenal,Tottenham Hotspur,2,1
1737055800,Ipswich Town,Brighton & Hove Albion,0,2
1737057600,Manchester United,Southampton,3,1
1737203400,Newcastle United,AFC Bournemouth,1,4
1737212400,Brentford,Liverpool,0,2
1737212400,Leicester City,Fulham,0,2
1737212400,West Ham United,Crystal Palace,0,2
1737221400,Arsenal,Aston Villa,2,2
1737295200,Everton,Tottenham Hotspur,3,2
1737295200,Manchester United,Brighton & Hove Albion,1,3
1737295200,Nottingham Forest,Southampton,3,2
1737304200,Ipswich Town,Manchester City,0,6
1737403200,Chelsea,Wolverhampton Wanderers,3,1
1737817200,AFC Bournemouth,Nottingham Forest,5,0
1737817200,Brighton & Hove Albion,Everton,0,1
1737817200,Liverpool,Ipswich Town,4,1
1737817200,Southampton,Newcastle United,1,3
1737817200,Wolverhampton Wanderers,Arsenal,0,1
1737826200,Manchester City,Chelsea,3,1
1737900000,Crystal Palace,Brentford,1,2
1737900000,Tottenham Hotspur,Leicester City,1,2
1737909000,Aston Villa,West Ham United,1,1
1737918000,Fulham,Manchester United,0,1
1738413000,Nottingham Forest,Brighton & Hove Albion,7,0
1738422000,Everton,Leicester City,4,0
1738422000,Newcastle United,Fulham,1,2
1738422000,AFC Bournemouth,Liverpool,0,2
1738422000,Ipswich Town,Southampton,1,2
1738431000,Wolverhampton Wanderers,Aston Villa,2,0
1738504800,Brentford,Tottenham Hotspur,0,2
1738504800,Manchester United,Crystal Palace,0,2
1738513800,Arsenal,Manchester City,5,1
1738612800,Chelsea,West Ham United,2,1
1739388600,Everton,Liverpool,2,2
1739563200,Brighton & Hove Albion,Chelsea,3,0
1739622600,Leicester City,Arsenal,0,2
1739631600,Aston Villa,Ipswich Town,1,1
1739631600,Fulham,Nottingham Forest,2,1
1739631600,Manchester City,Newcastle United,4,0
1739631600,Southampton,AFC Bournemouth,1,3
1739631600,West Ham United,Brentford,0,1
1739640600,Crystal Palace,Everton,1,2
1739714400,Liverpool,Wolverhampton Wanderers,2,1
1739723400,Tottenham Hotspur,Manchester United,1,0
1739993400,Aston Villa,Liverpool,2,2
1740168000,Leicester City,Brentford,0,4
1740227400,Everton,Manchester United,2,2
1740236400,AFC Bournemouth,Wolverhampton Wanderers,0,1
1740236400,Arsenal,West Ham United,0,1
1740236400,Fulham,Crystal Palace,0,2
1740236400,Ipswich Town,Tottenham Hotspur,1,4
1740236400,Southampton,Brighton & Hove Albion,0,4
1740245400,Aston Villa,Chelsea,2,1
1740319200,Newcastle United,Nottingham Forest,4,3
1740328200,Manchester City,Liverpool,0,2
1740511800,Brighton & Hove Albion,AFC Bournemouth,2,1
1740511800,Wolverhampton Wanderers,Fulham,1,2
1740511800,Crystal Palace,Aston Villa,4,1
1740514500,Chelsea,Southampton,4,0
1740598200,Brentford,Everton,1,1
1740598200,Nottingham Forest,Arsenal,0,0
1740598200,Tottenham Hotspur,Manchester City,0,1
1740598200,Manchester United,Ipswich Town,3,2
1740600900,Liverpool,Newcastle United,2,0
1740686400,West Ham United,Leicester City,2,0
1741437000,Nottingham Forest,Manchester City,1,0
1741446000,Brighton & Hove Albion,Fulham,2,1
1741446000,Crystal Palace,Ipswich Town,1,0
1741446000,Liverpool,Southampton,3,1
1741455000,Brentford,Aston Villa,0,1
1741464000,Wolverhampton Wanderers,Everton,1,1
1741528800,Chelsea,Leicester City,1,0
1741528800,Tottenham Hotspur,AFC Bournemouth,2,2
1741537800,Manchester United,Arsenal,1,1
1741636800,West Ham United,Newcastle United,0,1
1742050800,Everton,West Ham United,1,1
1742050800,Ipswich Town,Nottingham Forest,2,4
1742050800,Manchester City,Brighton & Hove Albion,2,2
1742050800,Southampton,Wolverhampton Wanderers,1,2
1742059800,AFC Bournemouth,Brentford,1,2
1742131800,Arsenal,Chelsea,1,0
1742131800,Fulham,Tottenham Hotspur,2,0
1742151600,Leicester City,Manchester United,0,3
1743533100,Arsenal,Fulham,2,1
1743533100,Wolverhampton Wanderers,West Ham United,1,0
1743534000,Nottingham Forest,Manchester United,1,0
1743619500,AFC Bournemouth,Ipswich Town,1,2
1743619500,Brighton & Hove Albion,Aston Villa,0,3
1743619500,Manchester City,Leicester City,2,0
1743619500,Newcastle United,Brentford,2,1
1743619500,Southampton,Crystal Palace,1,1
1743620400,Liverpool,Everton,1,0
1743706800,Chelsea,Tottenham Hotspur,1,0
1743852600,Everton,Arsenal,1,1
1743861600,Crystal Palace,Brighton & Hove Albion,2,1
1743861600,Ipswich Town,Wolverhampton Wanderers,1,2
1743861600,West Ham United,AFC Bournemouth,2,2
1743870600,Aston Villa,Nottingham Forest,2,1
1743944400,Brentford,Chelsea,0,0
1743944400,Fulham,Liverpool,3,2
1743944400,Tottenham Hotspur,Southampton,3,1
1743953400,Manchester United,Manchester City,0,0
1744052400,Leicester City,Newcastle United,0,3
1744457400,Manchester City,Crystal Palace,5,2
1744466400,Brighton & Hove Albion,Leicester City,2,2
1744466400,Nottingham Forest,Everton,0,1
1744466400,Southampton,Aston Villa,0,3
1744475400,Arsenal,Brentford,1,1
1744549200,Chelsea,Ipswich Town,2,2
1744549200,Liverpool,West Ham United,2,1
1744549200,Wolverhampton Wanderers,Tottenham Hotspur,4,2
1744558200,Newcastle United,Manchester United,4,1
1744657200,AFC Bournemouth,Fulham,1,0
1744828200,Newcastle United,Crystal Palace,5,0
1745071200,Brentford,Brighton & Hove Albion,4,2
1745071200,Crystal Palace,AFC Bournemouth,0,0
1745071200,Everton,Manchester City,0,2
1745071200,West Ham United,Southampton,1,1
1745080200,Aston Villa,Newcastle United,4,1
1745154000,Fulham,Chelsea,1,2
1745154000,Ipswich Town,Arsenal,0,4
1745154000,Manchester United,Wolverhampton Wanderers,0,1
1745163000,Leicester City,Liverpool,0,1
1745262000,Tottenham Hotspur,Nottingham Forest,1,2
1745348400,Manchester City,Aston Villa,2,1
1745434800,Arsenal,Crystal Palace,2,2
1745667000,Chelsea,Everton,1,0
1745676000,Brighton & Hove Albion,West Ham United,3,2
1745676000,Newcastle United,Ipswich Town,3,0
1745676000,Southampton,Fulham,1,2
1745676000,Wolverhampton Wanderers,Leicester City,3,0
1745758800,AFC Bournemouth,Manchester United,1,1
1745767800,Liverpool,Tottenham Hotspur,5,1
1746124200,Nottingham Forest,Brentford,0,2
1746212400,Manchester City,Wolverhampton Wanderers,1,0
1746271800,Aston Villa,Fulham,1,0
1746280800,Everton,Ipswich Town,2,2
1746280800,Leicester City,Southampton,2,0
1746289800,Arsenal,AFC Bournemouth,1,2
1746363600,Brentford,Manchester United,4,3
1746363600,Brighton & Hove Albion,Newcastle United,1,1
1746363600,West Ham United,Tottenham Hotspur,1,1
1746372600,Chelsea,Liverpool,3,1
1746471600,Crystal Palace,Nottingham Forest,1,1
1746885600,Fulham,Everton,1,3
1746885600,Ipswich Town,Brentford,0,1
1746885600,Southampton,Manchester City,0,0
1746885600,Wolverhampton Wanderers,Brighton & Hove Albion,0,2
1746894600,AFC Bournemouth,Aston Villa,0,1
1746961200,Newcastle United,Chelsea,2,0
1746969300,Manchester United,West Ham United,0,2
1746969300,Nottingham Forest,Leicester City,2,2
1746969300,Tottenham Hotspur,Crystal Palace,0,2
1746977400,Liverpool,Arsenal,2,2
1747420200,Aston Villa,Tottenham Hotspur,2,0
1747422900,Chelsea,Manchester United,1,0
1747566000,Everton,Southampton,2,0
1747574100,West Ham United,Nottingham Forest,1,2
1747576800,Brentford,Fulham,2,3
1747576800,Leicester City,Ipswich Town,2,0
1747582200,Arsenal,Newcastle United,1,0
1747681200,Brighton & Hove Albion,Liverpool,3,2
1747767600,Crystal Palace,Wolverhampton Wanderers,4,2
1747767600,Manchester City,AFC Bournemouth,3,1
1748185200,AFC Bournemouth,Leicester City,2,0
1748185200,Fulham,Manchester City,0,2
1748185200,Ipswich Town,West Ham United,1,3
1748185200,Liverpool,Crystal Palace,1,1
1748185200,Manchester United,Aston Villa,2,0
1748185200,Newcastle United,Everton,0,1
1748185200,Nottingham Forest,Chelsea,0,1
1748185200,Southampton,Arsenal,1,2
1748185200,Tottenham Hotspur,Brighton & Hove Albion,1,4
1748185200,Wolverhampton Wanderers,Brentford,1,1
